2651	You might want to pull out more just in case and just plan on not spending it if you can I dont have much confidence in derek and taylors money management
607	TaKe CaRE n gET WeLL sOOn
1559	Wat r u doing
4127	May b approve panalambut it should have more posts
959	Welp apparently he retired
4704	Anytime
1210	Also maaaan are you missing out
324	cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full  im still waitin 4 1 Pete x
659	You will be in the place of that man
3402	As a valued customer I am pleased to advise you that following recent review of your Mob No you are awarded with a £1500 Bonus Prize call 09066364589
4712	Ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary
5150	Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £3350 only with The Scotsman this Saturday To stop go2 notxtcouk
4746	Thinking of u  x
1109	From someone not to smoke when every time Ive smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
3636	Its a big difference    versus    every   hrs
4733	Keng rocking in ashes
1128	Not tonight mate Catching up on some sleep This is my new number by the way
2540	The monthly amount is not that terrible and you will not pay anything till 6months after finishing school
2316	Also that chat was awesome but dont make it regular unless you can see her in person
4662	You call him and tell now infront of them Call him now
658	Sun cant come to earth but send luv as rays cloud cant come to river but send luv as rain I cant come to meet U but can send my care as msg to U Gud evng
4693	Surly ill give it to you while coming to review
2854	how tall are you princess
1796	How much i gave to you Morning
2453	I know complain num onlybettr directly go to bsnl offc nd apply for it
3653	Want to send me a virtual hug I need one
121	PRIVATE Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points To claim call 08719180248 Identifier Code 45239 Expires
5329	What makes you most happy
473	How long has it been since you screamed princess
3545	Im e person whos doing e sms survey
4670	IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
4826	Not thought bout it  Drink in tap  spile at seven  Is that pub on gas st off broad st by canal  Ok
3969	YOU HAVE WON As a valued Vodafone customer our computer has picked YOU to win a £150 prize To collect is easy Just call 09061743386
5086	Aiya we discuss later lar Pick ü up at 4 is it
2596	That‘s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it
3302	Just do what ever is easier for you
2978	I love u 2 my little pocy bell I am sorry but I love u
2783	Then its most likely called Mittelschmertz Google it If you dont have paracetamol dont worry it will go
2739	Hi Chachi tried calling u now unable to reach u  Pl give me a missed cal once u c tiz msg  Kanagu
3037	Rajipls do me a favour Pls convey my Birthday wishes to Nimya Pls Today is her birthday
613	Its a valentine game   Send dis msg to all ur friends  If 5 answers r d same then someone really loves u Ques which colour suits me the bestrply me
212	Whats up bruv hope you had a great break Do have a rewarding semester
4722	Forgot to tell ü smth Can ü like number the sections so that its clearer
861	Did he just say somebody is named tampa
5419	My slave I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone Bright light
5076	I want to sent   mesages today Thats y Sorry if i hurts
1462	Yalru lyfu astne chikku Bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowD
2669	Why de You looking good only
3808	URGENT We are trying to contact you Last weekends draw shows that you have won a £900 prize GUARANTEED Call 09061701851 Claim code K61 Valid 12hours only
1061	EASTENDERS TV Quiz What FLOWER does DOT compare herself to D VIOLET E TULIP F LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT150P16
2194	Congrats  Treat pendingi am not on mail for 2 dayswill mail once thruRespect mother at homecheck mails
5253	Urgent Please call 09061213237 from a landline £5000 cash or a 4 holiday await collection T Cs SAE PO Box 177 M227XY 16
5435	Thanx a lot 4 ur help
595	You still at grand prix
3944	Shes borderline but yeah whatever
3015	FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200  get FREE access for 24 hrs then chrgd50p per day txt Stop 2exit This msg is free
4452	Awesome be there in a minute
4191	Well the general price is   oz let me know ifwhenhow much you want
479	Tension ahwhat machiany problem
3418	Uhhhhrmm isnt having tb test bad when youre sick
5180	Very strange  and  are watching the 2nd one now but im in bed Sweet dreams miss u
3257	HI ITS KATE CAN U GIVE ME A RING ASAP XXX
3614	K my roommate also wants a dubsack and another friend may also want some so plan on bringing extra Ill tell you when they know for sure
1277	Wot u up 2 u weirdo
4086	Quite ok but a bit ex U better go eat smth now else ill feel guilty
5232	It means u could not keep ur words
3948	How u doin baby girl  hope u are okay every time I call ure phone is off I miss u get in touch
2226	I prefer my free days Tues wed fri oso can Ü ask those workin lor
602	Mind blastin No more Tsunamis will occur from now on Rajnikant stopped swimming in Indian OceanD
1483	Im a guy browsin is compulsory
5231	PRIVATE Your 2003 Account Statement for fone no shows 800 unredeemed S I M points Call 08715203656 Identifier Code 42049 Expires 261004
114	Im ok wif it cos i like 2 try new things But i scared u dun like mah Cos u said not too loud
2516	Ok ill send you with in  DECIMAL  ok
3019	One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting 
1071	Jus finish bathing
1832	Thats the way you should stay oh
2697	And whenever you and i see we can still hook up too
2919	Yes that will be fine Love you Be safe
1050	I walked an hour 2 c u doesnt that show I care y wont u believe im serious
4172	Mmmmmm  I love youso much Ahmad  I cant wait for this year to begin as every second takes me closer to being at your side Happy New Year my love
2004	TheMobYo yo yoHere comes a new selection of hot downloads for our members to get for FREE Just click  open the next link sent to ur fone
2555	Ü give me some time to walk there
3763	Was just about to ask Will keep this one Maybe thats why you didnt get all the messages we sent you on glo
723	Sfine Anytime All the best with it
1088	I dont think he has spatula hands
980	Hey you can pay With salary de Only   
4813	E admin building there I might b slightly earlier Ill call u when im reaching
2841	Easy mate  guess the quick drink was bit ambitious
4559	I am in hospital da  I will return home in evening
2537	Can you pls pls send me a mail on all you know about relatives coming to deliver here All you know about costs risks benefits and anything else Thanks
1548	Shant disturb u anymore Jia you
1880	I AM AT A PARTY WITH ALEX NICHOLS
2657	Great I have to run now so ttyl
1145	And is there a way you can send shades stuff to her And she has been wonderful too
3875	Happy or sad  one thing about past is Its no more GOOD MORNING 
3592	I am in escape theatre now  Going to watch KAVALAN in a few minutes
4971	I will cme i want to go to hos 2morow After that i wil cme This what i got from her dear what to do She didnt say any time
2964	NONENOWHERE IKNO DOESDISCOUNTSHITINNIT
823	On the road so cant txt
436	You available now Im like right around hillsborough amp   th
5508	What i told before i tell Stupid hear after i wont tell anything to you You dad called to my brother and spoken Not with me
2535	Glad it went well  come over at 11 then well have plenty of time before claire goes to work
619	For my family happiness
2545	Package all your programs well
334	Call Germany for only 1 pence per minute Call from a fixed line via access number 0844 861 85 85 No prepayment Direct access
3562	Lol I know Hey someone did a great inpersonation of flea on the forums I love it
312	Today is ACCEPT DAYU Accept me as Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
266	Why you Dint come with us
1194	I was up all night too worrying about this appt Its a shame we missed a girls night out with quizzes popcorn and you doing my hair
2375	XMAS Prize draws We are trying to contact U Todays draw shows that you have won a £2000 prize GUARANTEED Call 09058094565 from land line Valid 12hrs only
576	Nope i waiting in sch 4 daddy
4488	have  good weekend
2104	Audrie lousy autocorrect
4998	Happy new year Hope you are having a good semester
1261	We have sent JD for Customer Service cum Accounts Executive to ur mail id For details contact us
2042	You always make things bigger than they are
2113	Yar he quite clever but aft many guesses lor He got ask me 2 bring but i thk darren not so willing 2 go Aiya they thk leona still not attach wat
4006	Well theres a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that Im a weed fiendmake them smoke too muchimpede their doing other things so you see how Im hesitant
1423	Do you work all this week 
2807	I think its all still in my car
1206	WIN a year supply of CDs 4 a store of ur choice worth £500  enter our £100 Weekly draw txt MUSIC to 87066 TsCs wwwLdewcomsubs161win150ppmx3
4763	Its é only 140 ardÉ rest all ard 180 at leastWhich is é price 4 é 2 bedrm 900
1385	Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle 
3553	I love you both too 
4753	Your weekly CoolMob tones are ready to download This weeks new Tones include 1 Crazy FrogAXEL F 2 AkonLonely 3 Black EyedDont P More info in n
5445	I thought id get him a watch just cos thats the kind of thing u get4an18th And he loves so much
2764	ARR birthday today i wish him to get more oscar
564	Geeeee  I love you so much I can barely stand it
2158	Hey cutie How goes it Here in WALES its kinda ok There is like hills and shit but i still avent killed myself
41	Pls go ahead with watts I just wanted to be sure Do have a great weekend Abiola
3858	Im ok Will do my part tomorrow
704	What is important is that you prevent dehydration by giving her enough fluids
1863	Aiyah then i wait lor Then u entertain me Hee
1673	Glad to see your reply
5022	Its cool we can last a little while Getting more any time soon
5310	What you did in  leave
16	XXXMobileMovieClub To use your credit click the WAP link in the next txt message or click here httpwap xxxmobilemovieclubcomnQJKGIGHJJGCBL
4336	Boo what time u get out U were supposed to take me shopping today 
1307	Designation is software developer and may be she get chennai
2950	Nope but ill b going 2 sch on fri quite early lor cos mys sis got paper in da morn 
3913	How i noe Shes in da car now Later then c lar Im wearing shorts
748	I promise to take good care of you princess I have to run now Please send pics when you get a chance Ttyl
4161	Now got tv 2 watch meh U no work today
1118	Hey What time is your driving on fri We go for evaluation on fri
4699	Okey dokey i‘ll be over in a bit just sorting some stuff out
21	Is that seriously how you spell his name
1752	Got itmail panren paru
4863	Nokia phone is lovly
2686	Yupz Ive oredi booked slots 4 my weekends liao
1844	Are you comingdown later
5101	TheMobHit the link to get a premium Pink Panther game the new no 1 from Sugababes a crazy Zebra animation or a badass Hoody wallpaperall 4 FREE
4567	Honeybee Said Im d Sweetest in d World God Laughed amp Said WaitU Havnt Met d Person Reading This Msg MORAL Even GOD Can Crack Jokes GMGNGEGN
809	Boooo you always work Just quit
1400	No did you check I got his detailed message now
4809	PRIVATE Your 2004 Account Statement for 0784987 shows 786 unredeemed Bonus Points To claim call 08719180219 Identifier Code 45239 Expires 060505
2081	I can take you at like noon
3764	FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates wwwgetzedcouk POBox 36504 W45WQ norm150ptone 16
4993	We made it Eta at taunton is 1230 as planned hope that‘s still okday Good to see you xx
171	Yes it completely in out of formclark also utter waste
2892	Shuhui has bought rons present its a swatch watch
2932	Wats my dear doing Sleeping ah
3066	Ok How many should i buy
7	Even my brother is not like to speak with me They treat me like aids patent
2210	URGENT Your 4 Costa Del Sol Holiday or £5000 await collection Call 09050090044 Now toClaim SAE TC s POBox334 Stockport SK38xh Cost£150pm Max10mins
3495	Cool text me when you head out
4855	Im fine Hope you are also
5012	By the way rencontre is to meet again Mountains dont
4010	Forgot you were working today Wanna chat but things are ok so drop me a text when youre free  bored etc and ill ring Hope all is well nose essay and all xx
4436	Sounds great Im going to sleep now Have a good night
4253	Omg Joanna is freaking me out Shes looked thru all my friends to find photos of me And then shes asking about stuff on my MySpace which I havent even logged on in like a year 
2182	Babe  How goes that day  What are you doing  Where are you  I sip my cappuccino and think of you my love  I send a kiss to you from across the sea
879	Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country Liverpool played in mid week Txt ansr to 82277 £150 SPTyrone
2967	Not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane
5395	Ooooooh I forgot to tell u I can get on yoville on my phone
2101	SMS SERVICES for your inclusive text credits pls goto wwwcomuknet login  unsubscribe with STOP no extra charge help08700469649 PO BOX420 IP4 5WE
1412	Pls speak to that customer machan
2979	Ok omw now you at castor
4491	The new deus ex game comin early next yr
3323	Yo im right by yo work
826	Have a good evening Ttyl
5154	No problem with the renewal Ill do it right away but i dont know his details
3170	Ugh hopefully the asus ppl dont randomly do a reformat
161	You are a winner U have been specially selected 2 receive £1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810
3288	Not to worry Im sure youll get it
238	Or ill be a little closer like at the bus stop on the same street
3971	Thanks for your message I really appreciate your sacrifice Im not sure of the process of direct pay but will find out on my way back from the test tomorrow Im in class now Do have a wonderful day
3171	Havent seen my facebook huh Lol
3597	Huh but i cant go 2 ur house empty handed right
2180	I dont think so You dont need to be going out that late on a school night ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday
1491	Ok i juz receive
4509	He neva grumble but i sad lor Hee Buy tmr lor aft lunch But we still meetin 4 lunch tmr a not Neva hear fr them lei Ü got a lot of work ar
4876	Wat happened to the cruise thing
2501	Yup ive finished c ü there
2741	Are you this much buzy
1340	Aight sorry I take ten years to shower Whats the plan
4129	Sorry Ill call later
840	We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
4194	  w jetton ave if you forgot
416	100 dating service call 09064012103 box334sk38ch
5057	Am on a train back from northampton so im afraid not Im staying skyving off today ho ho Will be around wednesday though Do you fancy the comedy club this week by the way
468	They dont put that stuff on the roads to keep it from getting slippery over there
4257	Block Breaker now comes in deluxe format with new features and great graphics from TMobile Buy for just £5 by replying GET BBDELUXE and take the challenge
2757	We r outside already
3598	Good morning princess Happy New Year
1556	Yeah we do totes When u wanna
4735	Good Morning my Dear Shijutta Have a great amp successful day
4709	Wif my family booking tour package
4152	I only work from mon to thurs but Sat i cant leh Booked liao Which other day u free
3622	I meant as an apology from me for texting you to get me drugs at   at night
276	No objection My bf not coming
4079	Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya
2810	Yes princess I want to catch you with my big strong hands
3157	Ok
3306	IM GONNAMISSU SO MUCHI WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT LUV Yaxx
3573	But you dint in touch with me
5117	Argh why the fuck is nobody in town 
3152	Yo Howz u girls never rang after india L
5280	Best msg Its hard to be with a person when u know that one more step foward will make u fall in love amp One step back can ruin ur friendship good night 
3050	Die Now i have e toot fringe again
58	Sorry Ill call later in meeting
1723	Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick
1964	it to 80488 Your 500 free text messages are valid until 31 December 2005
90	Ela kanoil download come wen ur free
1377	Were finally ready fyi
3925	Okay lor Will they still let us go a not ah Coz they will not know until later We drop our cards into the box right
3534	Actually my mobile is full of msg And i m doing a work online where i need to send them    sent msg i wil explain u later
3945	I got a call from a landline number   I am asked to come to anna nagar    I will go in the afternoon
1648	Thts wat Wright Brother did to fly
4672	I didnt get ur full msgsometext is missing send it again
1183	You flippin your shit yet
1627	Hi Dear Call me its urgnt I dont know whats your problem You dont want to work or if you have any other problem at least tell me Wating for your reply
3500	You said to me before i went back to bed that you cant sleep for anything
5161	I will come with karnan car Please wait till 6pm will directly goto doctor
4973	Hey come online Use msn We are all there
1217	that would be good … Ill phone you tomo lunchtime shall I to organise something
952	Awesome lemme know whenever youre around
767	UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK Txt STORE to 88039  SkilGme TsCs087147403231WinawkAge16 £150perWKsub
5293	Dear where you Call me
1933	What pa tell me I went to bath
2332	Long beach lor Expected U having dinner now
2823	Oh godtaken the teethis it paining
5240	Someonone you know is trying to contact you via our dating service To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
714	08714712388 between 10am7pm Cost 10p
4093	Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is   k help pls I will load d card abi hwkeep me posted luv 2 mj
4442	Ive got it down to a tea not sure which flavour
746	Men like shorter ladies Gaze up into his eyes
5157	Like    same question
590	Ya srsly better than yi tho
5532	What about this one then
17	Oh kim watching here
1740	K go and sleep well Take rest
1875	You have WON a guaranteed £1000 cash or a £2000 prizeTo claim yr prize call our customer service representative on
1034	HAPPY NEW YEAR MY NO1 MAN
1828	Dude Whats up How Teresa Hope you have been okay When i didnt hear from these people i called them and they had received the package since dec    Just thot yould like to know Do have a fantastic year and all the best with your reading Plus if you can really really Bam first aid for Usmle then your work is done
3184	My Parents My Kidz My Friends n My Colleagues All screaming SURPRISE  and I was waiting on the sofa    NAKED
5016	Hello boytoy  Geeee  Im missing you today I like to send you a tm and remind you Im thinking of you  And you are loved  loving kiss
4406	Sorry Ill call later   mins
4823	Im good I have been thinking about you
5350	No sir Thats why i had an 8hr trip on the bus last week Have another audition next wednesday but i think i might drive this time
3676	You have won a Nokia 7250i This is what you get when you win our FREE auction To take part send Nokia to 86021 now HGSuite3422Lands RowW1JHL 16
4323	K jason says hes gonna be around so Ill be up there around
4095	Life is nothing wen v get everything But life is everything wen v miss something  Real value of people wil be realized only in their absence gud mrng
1856	They didt play one day last year know even though they have very good team Like india
4779	Sorry completely forgot  will pop em round this week if your still here
866	Dude ive been seeing a lotta corvettes lately
614	I have many dependents
712	Height of Confidence All the Aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane Aftr they sat they wer told dat the plane ws made by their students Dey all hurried out of d plane Bt only 1 didnt move He saidif it is made by my studentsthis wont even start Datz confidence
847	Meanwhile in the shit suite xavier decided to give us    seconds of warning that samantha was coming over and is playing jays guitar to impress her or some shit Also I dont think doug realizes I dont live here anymore
1042	Today am going to college so am not able to atten the class
2229	Oh kkwhere did you take test
5549	Ic There are a lotta childporn cars then
3374	And now electricity just went out fml
2735	Do ü noe if ben is going
1011	Dear Heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at  EMAIL kerala
2599	Got fujitsu ibm hp toshiba Got a lot of model how to say
2338	Aww you must be nearly deadWell Jez isComing over toDo some workAnd that whillTake forever
4565	Come around  DECIMAL pm vikkyim otside nw il come by tht time
1455	Stupidits not possible
1508	Thanks for the Vote Now sing along with the stars with Karaoke on your mobile For a FREE link just reply with SING now
57	Congrats 1 year special cinema pass for 2 is yours call 09061209465 now C Suprman V Matrix3 StarWars3 etc all 4 FREE bx420ip45we 150pm Dont miss out
768	Im nt goin got somethin on unless they meetin 4 dinner lor Haha i wonder who will go tis time
4302	Erm Woodland avenue somewhere Do you get the parish magazine his telephone number will be in there
4398	Dear  why you mood off I cant drive so i brother to drive
5415	Gr8 So how do you handle the victoria island traffic Plus whens the album due
2589	Aight see you in a bit
3211	Havent mus ask if u can 1st wat Of meet 4 lunch den u n him meet can already lor Or u wan 2 go ask da ge 1st then confirm w me asap
1281	Waiting 4 my tv show 2 start lor U leh still busy doing ur report
3679	Great So what attracts you to the brothas
995	The Xmas story is peace The Xmas msg is love The Xmas miracle is jesus Hav a blessed month ahead amp wish U Merry Xmas
263	Anyway im going shopping on my own now Cos my sis not done yet Dun disturb u liao
2800	Purity of friendship between two is not about smiling after reading the forwarded messageIts about smiling just by seeing the name Gud evng musthu
3127	1st wk FREE Gr8 tones str8 2 u each wk Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys Nokia150p Poly200p 16
170	Great escape I fancy the bridge but needs her lager See you tomo
4619	Good do you think you could send me some pix I would love to see your top and bottom
1219	Damn can you make it tonight or do you want to just wait til tomorrow
2266	Ok   now i am in bus  If i come soon i will come otherwise tomorrow
1818	Are you going to write ccna exam this week
1024	We still on for tonight
5017	I think the other two still need to get cash but we can def be ready by 9
27	Lol your always so convincing
3787	Let me know if you need anything else Salad or desert or something How many beers shall i get
3670	Thanks for loving me so You rock
3626	No messageno responcewhat happend
277	Thanx
4402	Juz go google n search 4 qet
241	U 447801259231 have a secret admirer who is looking 2 make contact with Ufind out who they Rreveal who thinks UR so specialcall on 09058094597
4588	Mila age23 blonde new in UK I look sex with UK guys if u like fun with me Text MTALK to 6986618  30pptxt 1st 5free £150 increments Help08718728876
3657	Senthil group company Apnt 5pm
4773	Hii got the money da
134	First answer my question
4232	And several to you sir
2688	There r many modelsony ericson also der  it luks good bt i forgot modl no
4543	Hiya How was last night Ive been naughty and bought myself clothes and very little  Ready for more shopping tho What kind of time do you wanna meet
1070	Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058091854 NOW all will be revealed PO BOX385 M6 6WU
3693	Sir i am waiting for your call once free please call me
4621	Sorry Ill call later In meeting
152	The wine is flowing and im i have nevering
383	Yeah sure give me a couple minutes to track down my wallet
3917	Ard 530 lor I ok then message ü lor
2509	Yup
701	Ku also dont msg or reply to his msg
2027	Yes obviously but you are the eggspert and the potato head… Speak soon
5393	Nt joking seriously i told
3146	Haha I heard that text me when youre around
5461	Sorry Ill call later
3305	Itll be tough but Ill do what I have to
373	I will spoil you in bed as well 
2171	Shop till u Drop IS IT YOU either 10K 5K £500 Cash or £100 Travel voucher Call now 09064011000 NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary
3963	Your dad is back in ph
1057	Im at work Please call
2914	You didnt have to tell me thatnow im thinking Plus hes going to stop all your runs
3111	Lol I was gonna last month I cashed some in but I left  just in case I was collecting more during the week cause they announced it on the blog
2219	 Will have two more cartons off u and is very pleased with shelves
126	Ü predict wat time üll finish buying
1659	Sif we have one good partnership going we will take lead
3491	Im also came to room
28	Did you catch the bus  Are you frying an egg  Did you make a tea Are you eating your moms left over dinner  Do you feel my Love 
